"Name","Strain","L-code","Snomed-CT","Mnemonic"
"Acinetobacter johnsonii","Acinetobacter johnsonii DSM 6963T DSM","L-10506","252000","Acinerjoh"
"Acinetobacter johnsonii","Acinetobacter johnsonii DSM 6963T DSM","L-10506","252000","Acinerjoh"
"Acinetobacter johnsonii","Acinetobacter johnsonii DSM 6963T HAM","L-10506","252000","Acinerjoh"
"Acinetobacter johnsonii","Acinetobacter johnsonii DSM 6963T HAM","L-10506","252000","Acinerjoh"
"Acinetobacter johnsonii","Acinetobacter johnsonii LMG 1005 LMG","L-10506","252000","Acinerjoh"
"Acinetobacter johnsonii","Acinetobacter johnsonii LMG 1005 LMG","L-10506","252000","Acinerjoh"
"Acinetobacter johnsonii","Acinetobacter johnsonii LMG 1326 LMG","L-10506","252000","Acinerjoh"
"Acinetobacter johnsonii","Acinetobacter johnsonii LMG 1326 LMG","L-10506","252000","Acinerjoh"
"Acinetobacter johnsonii","Acinetobacter johnsonii LMG 983 LMG","L-10506","252000","Acinerjoh"
"Acinetobacter johnsonii","Acinetobacter johnsonii LMG 983 LMG","L-10506","252000","Acinerjoh"
"Acinetobacter johnsonii","Acinetobacter johnsonii V773 MCRF","L-10506","252000","Acinerjoh"
"Acinetobacter johnsonii","Acinetobacter johnsonii V773 MCRF","L-10506","252000","Acinerjoh"
"Acinetobacter junii","Acinetobacter junii 110908_08 LLH","L-10505","13879009","Acinerjun"
"Acinetobacter junii","Acinetobacter junii 110908_08 LLH","L-10505","13879009","Acinerjun"
"Acinetobacter junii","Acinetobacter junii 110908_17 LLH","L-10505","13879009","Acinerjun"
"Acinetobacter junii","Acinetobacter junii 110908_17 LLH","L-10505","13879009","Acinerjun"
"Acinetobacter junii","Acinetobacter junii 50791 SHDU","L-10505","13879009","Acinerjun"
"Acinetobacter junii","Acinetobacter junii 50791 SHDU","L-10505","13879009","Acinerjun"
"Acinetobacter junii","Acinetobacter junii DSM 14968 HAM","L-10505","13879009","Acinerjun"
"Acinetobacter junii","Acinetobacter junii DSM 14968 HAM","L-10505","13879009","Acinerjun"
"Acinetobacter junii","Acinetobacter junii DSM 1532 DSM","L-10505","13879009","Acinerjun"
"Acinetobacter junii","Acinetobacter junii DSM 1532 DSM","L-10505","13879009","Acinerjun"
"Acinetobacter junii","Acinetobacter junii DSM 6964T HAM","L-10505","13879009","Acinerjun"
"Acinetobacter junii","Acinetobacter junii DSM 6964T HAM","L-10505","13879009","Acinerjun"
"Acinetobacter junii","Acinetobacter junii LMG 10575 LMG","L-10505","13879009","Acinerjun"
"Acinetobacter junii","Acinetobacter junii LMG 10575 LMG","L-10505","13879009","Acinerjun"
"Acinetobacter junii","Acinetobacter junii LMG 22734 LMG","L-10505","13879009","Acinerjun"
"Acinetobacter junii","Acinetobacter junii LMG 22734 LMG","L-10505","13879009","Acinerjun"
"Lactobacillus delbrueckii","Lactobacillus delbrueckii ssp bulgaricus DSM 20080 DSM",,"5197002","Lactosdel-b"
"Acinetobacter lwoffii","Acinetobacter lwoffii 11_0038419_001_01 LGL","L-10502","83088009","Acinerlwo"
"Acinetobacter lwoffii","Acinetobacter lwoffii 11_0038419_001_01 LGL","L-10502","83088009","Acinerlwo"
"Acinetobacter lwoffii","Acinetobacter lwoffii 13 PIM","L-10502","83088009","Acinerlwo"
"Acinetobacter lwoffii","Acinetobacter lwoffii 13 PIM","L-10502","83088009","Acinerlwo"
"Acinetobacter lwoffii","Acinetobacter lwoffii 2_Ring240 MHH","L-10502","83088009","Acinerlwo"
"Acinetobacter lwoffii","Acinetobacter lwoffii 2_Ring240 MHH","L-10502","83088009","Acinerlwo"
"Acinetobacter lwoffii","Acinetobacter lwoffii 54 PIM","L-10502","83088009","Acinerlwo"
"Acinetobacter lwoffii","Acinetobacter lwoffii 54 PIM","L-10502","83088009","Acinerlwo"
"Acinetobacter lwoffii","Acinetobacter lwoffii B101 UFL","L-10502","83088009","Acinerlwo"
"Acinetobacter lwoffii","Acinetobacter lwoffii B101 UFL","L-10502","83088009","Acinerlwo"
"Acinetobacter lwoffii","Acinetobacter lwoffii B138 UFL","L-10502","83088009","Acinerlwo"
"Acinetobacter lwoffii","Acinetobacter lwoffii B138 UFL","L-10502","83088009","Acinerlwo"
"Acinetobacter lwoffii","Acinetobacter lwoffii DSM 2403T DSM","L-10502","83088009","Acinerlwo"
"Acinetobacter lwoffii","Acinetobacter lwoffii DSM 2403T DSM","L-10502","83088009","Acinerlwo"
"Acinetobacter lwoffii","Acinetobacter lwoffii LB_101249_09 ERL","L-10502","83088009","Acinerlwo"
"Acinetobacter lwoffii","Acinetobacter lwoffii LB_101249_09 ERL","L-10502","83088009","Acinerlwo"
"Acinetobacter lwoffii","Acinetobacter lwoffii LMG 10596 LMG","L-10502","83088009","Acinerlwo"
"Acinetobacter lwoffii","Acinetobacter lwoffii LMG 10596 LMG","L-10502","83088009","Acinerlwo"
"Acinetobacter lwoffii","Acinetobacter lwoffii LMG 1325 LMG","L-10502","83088009","Acinerlwo"
"Acinetobacter lwoffii","Acinetobacter lwoffii LMG 1325 LMG","L-10502","83088009","Acinerlwo"
"Acinetobacter lwoffii","Acinetobacter lwoffii V506 MCRF","L-10502","83088009","Acinerlwo"
"Acinetobacter lwoffii","Acinetobacter lwoffii V506 MCRF","L-10502","83088009","Acinerlwo"
"Acinetobacter modestus","Acinetobacter modestus CIP 110444T CIP",,,"Acinermod"
"Acinetobacter nectaris","Acinetobacter nectaris CIP 110549T CIP",,"19881000146106","Acinernec"
"Acinetobacter nosocomialis","Acinetobacter nosocomialis AL_192 HCB","L-10500","708859003","Acinernos"
"Acinetobacter nosocomialis","Acinetobacter nosocomialis AL_192 HCB","L-10500","708859003","Acinernos"
"Acinetobacter nosocomialis","Acinetobacter nosocomialis AL_212 HCB","L-10500","708859003","Acinernos"
"Acinetobacter nosocomialis","Acinetobacter nosocomialis AL_212 HCB","L-10500","708859003","Acinernos"
"Acinetobacter nosocomialis","Acinetobacter nosocomialis AL_59 HCB","L-10500","708859003","Acinernos"
"Acinetobacter nosocomialis","Acinetobacter nosocomialis AL_59 HCB","L-10500","708859003","Acinernos"
"Acinetobacter nosocomialis","Acinetobacter nosocomialis AL_73 HCB","L-10500","708859003","Acinernos"
"Acinetobacter nosocomialis","Acinetobacter nosocomialis AL_73 HCB","L-10500","708859003","Acinernos"
"Acinetobacter nosocomialis","Acinetobacter nosocomialis AL_95 HCB","L-10500","708859003","Acinernos"
"Acinetobacter nosocomialis","Acinetobacter nosocomialis AL_95 HCB","L-10500","708859003","Acinernos"
"Acinetobacter nosocomialis","Acinetobacter nosocomialis LMG 10624 LMG","L-10500","708859003","Acinernos"
"Acinetobacter nosocomialis","Acinetobacter nosocomialis LMG 10624 LMG","L-10500","708859003","Acinernos"
"Acinetobacter nosocomialis","Acinetobacter nosocomialis LMG 10625 LMG","L-10500","708859003","Acinernos"
"Acinetobacter nosocomialis","Acinetobacter nosocomialis LMG 10625 LMG","L-10500","708859003","Acinernos"
"Acinetobacter nosocomialis","Acinetobacter nosocomialis LMG 10626 LMG","L-10500","708859003","Acinernos"
"Acinetobacter nosocomialis","Acinetobacter nosocomialis LMG 10626 LMG","L-10500","708859003","Acinernos"
"Acinetobacter nosocomialis","Acinetobacter nosocomialis RUH_503 HCB","L-10500","708859003","Acinernos"
"Acinetobacter nosocomialis","Acinetobacter nosocomialis RUH_503 HCB","L-10500","708859003","Acinernos"
"Acinetobacter parvus","Acinetobacter parvus DSM 16617T HAM","L-1051A","423516002","Acinerpar"
"Acinetobacter parvus","Acinetobacter parvus DSM 16617T HAM","L-1051A","423516002","Acinerpar"
"Acinetobacter pittii","Acinetobacter pittii 14 HCB",,"698244000","Acinerpit"
"Acinetobacter pittii","Acinetobacter pittii 20 HCB",,"698244000","Acinerpit"
"Acinetobacter pittii","Acinetobacter pittii 21 HCB",,"698244000","Acinerpit"
"Acinetobacter pittii","Acinetobacter pittii 52 HCB",,"698244000","Acinerpit"
"Acinetobacter pittii","Acinetobacter pittii 60 HCB",,"698244000","Acinerpit"
"Acinetobacter pittii","Acinetobacter pittii 69 HCB",,"698244000","Acinerpit"
"Acinetobacter pittii","Acinetobacter pittii DSM 9306 DSM",,"698244000","Acinerpit"
"Acinetobacter pittii","Acinetobacter pittii DSM 9307 DSM",,"698244000","Acinerpit"
"Acinetobacter pittii","Acinetobacter pittii DSM 9308 DSM",,"698244000","Acinerpit"
"Acinetobacter pittii","Acinetobacter pittii DSM 9312 DSM",,"698244000","Acinerpit"
"Acinetobacter pittii","Acinetobacter pittii DSM 9320 DSM",,"698244000","Acinerpit"
"Acinetobacter pittii","Acinetobacter pittii DSM 9321 DSM",,"698244000","Acinerpit"
"Acinetobacter pittii","Acinetobacter pittii DSM 9337 DSM",,"698244000","Acinerpit"
"Acinetobacter pittii","Acinetobacter pittii DSM 9338 DSM",,"698244000","Acinerpit"
"Acinetobacter pittii","Acinetobacter pittii DSM 9342 DSM",,"698244000","Acinerpit"
"Acinetobacter pittii","Acinetobacter pittii DSM 9343 DSM",,"698244000","Acinerpit"
"Acinetobacter proteolyticus","Acinetobacter proteolyticus CIP 110482T CIP",,,"Acinerpro"
"Lactobacillus delbrueckii","Lactobacillus delbrueckii ssp bulgaricus DSM 20081T DSM_2",,"5197002","Lactosdel-b"
"Acinetobacter radioresistens","Acinetobacter radioresistens B381 UFL","L-10512","113381003","Acinerrad"
"Acinetobacter radioresistens","Acinetobacter radioresistens B381 UFL","L-10512","113381003","Acinerrad"
"Acinetobacter radioresistens","Acinetobacter radioresistens DSM 6976T HAM","L-10512","113381003","Acinerrad"
"Acinetobacter radioresistens","Acinetobacter radioresistens DSM 6976T HAM","L-10512","113381003","Acinerrad"
"Acinetobacter radioresistens","Acinetobacter radioresistens LMG 10609 LMG","L-10512","113381003","Acinerrad"
"Acinetobacter radioresistens","Acinetobacter radioresistens LMG 10609 LMG","L-10512","113381003","Acinerrad"
"Acinetobacter radioresistens","Acinetobacter radioresistens LMG 10610 LMG","L-10512","113381003","Acinerrad"
"Acinetobacter radioresistens","Acinetobacter radioresistens LMG 10610 LMG","L-10512","113381003","Acinerrad"
"Acinetobacter radioresistens","Acinetobacter radioresistens LMG 10611 LMG","L-10512","113381003","Acinerrad"
"Acinetobacter radioresistens","Acinetobacter radioresistens LMG 10611 LMG","L-10512","113381003","Acinerrad"
"Acinetobacter radioresistens","Acinetobacter radioresistens LMG 10612 LMG","L-10512","113381003","Acinerrad"
"Acinetobacter radioresistens","Acinetobacter radioresistens LMG 10612 LMG","L-10512","113381003","Acinerrad"
"Acinetobacter radioresistens","Acinetobacter radioresistens LMG 10614 HAM","L-10512","113381003","Acinerrad"
"Acinetobacter radioresistens","Acinetobacter radioresistens LMG 10614 HAM","L-10512","113381003","Acinerrad"
"Acinetobacter radioresistens","Acinetobacter radioresistens LMG 10615 LMG","L-10512","113381003","Acinerrad"
"Acinetobacter radioresistens","Acinetobacter radioresistens LMG 10615 LMG","L-10512","113381003","Acinerrad"
"Lactobacillus delbrueckii","Lactobacillus delbrueckii ssp jakobsenii DSM 26046T DSM",,"5197002","Lactosdel"
"Acinetobacter schindleri","Acinetobacter schindleri DSM 16038T DSM","L-1051B","423732001","Acinersch"
"Acinetobacter schindleri","Acinetobacter schindleri DSM 16038T DSM","L-1051B","423732001","Acinersch"
"Lactobacillus delbrueckii","Lactobacillus delbrueckii ssp sunkii DSM 24966T DSM",,"5197002","Lactosdel"
"Candida_pintolopesii[ana] (Kazachstania_pintolopesii[teleo])","Candida_pintolopesii[ana] (Kazachstania_pintolopesii[teleo]) CBS 2985T CBS",,"283870000","Kazacapin"
"Candida_pintolopesii[ana] (Kazachstania_pintolopesii[teleo])","Candida_pintolopesii[ana] (Kazachstania_pintolopesii[teleo]) CBS 3045 CBS",,"283870000","Kazacapin"
"Candida bovina","Candida bovina CBS 2760T CBS",,"14291000146108","bacacp"
"Fusarium sporotrichiodes","Fusarium sporotrichiodes AL89 NIH",,"7626000","Fusarmspo"
"Fusarium incarnatum-equiseti","Fusarium incarnatum-equiseti species complex AL183 NIH",,"35238009","Fusarmspe"
"Fusarium incarnatum-equiseti","Fusarium incarnatum-equiseti species complex AL233 NIH",,"35238009","Fusarmspe"
"Fusarium incarnatum-equiseti","Fusarium incarnatum-equiseti species complex AL269 NIH",,"35238009","Fusarmspe"
"Fusarium incarnatum-equiseti","Fusarium incarnatum-equiseti species complex AL277 NIH",,"35238009","Fusarmspe"
"Acinetobacter sp","Acinetobacter sp DSM 11042 DSM",,"7757008","Acinerspe"
"Acinetobacter sp","Acinetobacter sp DSM 11652 DSM",,"7757008","Acinerspe"
"Acinetobacter sp","Acinetobacter sp DSM 30009 DSM",,"7757008","Acinerspe"
"Acinetobacter tandoii","Acinetobacter tandoii DSM 14970T HAM","L-1051C","424021002","Acinertan"
"Acinetobacter tandoii","Acinetobacter tandoii DSM 14970T HAM","L-1051C","424021002","Acinertan"
"Acinetobacter tjernbergiae","Acinetobacter tjernbergiae DSM 14966 DSM","L-1051D","425109008","Acinertje"
"Acinetobacter tjernbergiae","Acinetobacter tjernbergiae DSM 14966 DSM","L-1051D","425109008","Acinertje"
"Acinetobacter tjernbergiae","Acinetobacter tjernbergiae DSM 14971T HAM","L-1051D","425109008","Acinertje"
"Acinetobacter tjernbergiae","Acinetobacter tjernbergiae DSM 14971T HAM","L-1051D","425109008","Acinertje"
"Acinetobacter towneri","Acinetobacter towneri DSM 14962T HAM","L-1051E","424930007","Acinertow"
"Acinetobacter towneri","Acinetobacter towneri DSM 14962T HAM","L-1051E","424930007","Acinertow"
"Acinetobacter towneri","Acinetobacter towneri DSM 14969 DSM","L-1051E","424930007","Acinertow"
"Acinetobacter towneri","Acinetobacter towneri DSM 14969 DSM","L-1051E","424930007","Acinertow"
"Acinetobacter ursingii","Acinetobacter ursingii 110908_19 LLH","L-1051F","424791004","Acinerurs"
"Acinetobacter ursingii","Acinetobacter ursingii 110908_19 LLH","L-1051F","424791004","Acinerurs"
"Acinetobacter ursingii","Acinetobacter ursingii 110908_a LLH","L-1051F","424791004","Acinerurs"
"Acinetobacter ursingii","Acinetobacter ursingii 110908_a LLH","L-1051F","424791004","Acinerurs"
"Acinetobacter ursingii","Acinetobacter ursingii 477 RLT","L-1051F","424791004","Acinerurs"
"Acinetobacter ursingii","Acinetobacter ursingii 477 RLT","L-1051F","424791004","Acinerurs"
"Acinetobacter ursingii","Acinetobacter ursingii 50802 SHDU","L-1051F","424791004","Acinerurs"
"Acinetobacter ursingii","Acinetobacter ursingii 50802 SHDU","L-1051F","424791004","Acinerurs"
"Acinetobacter ursingii","Acinetobacter ursingii 53267 SHDU","L-1051F","424791004","Acinerurs"
"Acinetobacter ursingii","Acinetobacter ursingii 53267 SHDU","L-1051F","424791004","Acinerurs"
"Acinetobacter ursingii","Acinetobacter ursingii CCUG 55524 CCUG","L-1051F","424791004","Acinerurs"
"Acinetobacter ursingii","Acinetobacter ursingii CCUG 55524 CCUG","L-1051F","424791004","Acinerurs"
"Acinetobacter ursingii","Acinetobacter ursingii CCUG 58156 CCUG","L-1051F","424791004","Acinerurs"
"Acinetobacter ursingii","Acinetobacter ursingii CCUG 58156 CCUG","L-1051F","424791004","Acinerurs"
"Acinetobacter ursingii","Acinetobacter ursingii CCUG 59020 CCUG","L-1051F","424791004","Acinerurs"
"Acinetobacter ursingii","Acinetobacter ursingii CCUG 59020 CCUG","L-1051F","424791004","Acinerurs"
"Acinetobacter ursingii","Acinetobacter ursingii DSM 16037T HAM","L-1051F","424791004","Acinerurs"
"Acinetobacter ursingii","Acinetobacter ursingii DSM 16037T HAM","L-1051F","424791004","Acinerurs"
"Exiguobacterium sp[2]","Exiguobacterium sp[2] CICC 23781 CICC",,"114178005","Exigumspe"
"Acinetobacter venetianus","Acinetobacter venetianus DSM 23050T DSM",,,"Acinerven"
"Exiguobacterium sp[3]","Exiguobacterium sp[3] CICC 24022 CICC",,"114178005","Exigumspe"
"Exiguobacterium sp[3]","Exiguobacterium sp[3] CICC 24040 CICC",,"114178005","Exigumspe"
"Exiguobacterium sp[3]","Exiguobacterium sp[3] CICC 24060 CICC",,"114178005","Exigumspe"
"Acremonium species","Acremonium species AL126 NIH",,"63996006","Acremmspe"
"Acremonium species","Acremonium species AL173 NIH",,"63996006","Acremmspe"
"Acremonium species","Acremonium species AL285 NIH",,"63996006","Acremmspe"
"Acremonium species","Acremonium species AL64 NIH",,"63996006","Acremmspe"
"Exiguobacterium sp[4]","Exiguobacterium sp[4] 10_0147905_007_01 LGL",,"114178005","Exigumspe"
"Exiguobacterium sp[4]","Exiguobacterium sp[4] 10_0147905_008_01 LGL",,"114178005","Exigumspe"
"Actinobacillus delphinicola","Actinobacillus delphinicola DSM 11374T DSM","L-1060D","426906008","Actinbdel"
"Actinobacillus delphinicola","Actinobacillus delphinicola DSM 11374T DSM","L-1060D","426906008","Actinbdel"
"Actinobacillus equuli","Actinobacillus equuli ssp equuli DSM 19655T DSM","L-10602","27165004","Actinbequ-e"
"Actinobacillus equuli","Actinobacillus equuli ssp equuli DSM 19655T DSM","L-10602","27165004","Actinbequ-e"
"Actinobacillus equuli","Actinobacillus equuli ssp haemolyticus DSM 22436T DSM","L-10602","27165004","Actinbequ"
"Actinobacillus equuli","Actinobacillus equuli ssp haemolyticus DSM 22436T DSM","L-10602","27165004","Actinbequ"
"Actinobacillus lignieresii","Actinobacillus lignieresii DSM 19770 DSM","L-10601","78043002","Actinblig"
"Actinobacillus lignieresii","Actinobacillus lignieresii DSM 19770 DSM","L-10601","78043002","Actinblig"
"Actinobacillus lignieresii","Actinobacillus lignieresii DSM 22256T DSM","L-10601","78043002","Actinblig"
"Actinobacillus lignieresii","Actinobacillus lignieresii DSM 22256T DSM","L-10601","78043002","Actinblig"
"Actinobacillus lignieresii","Actinobacillus lignieresii P4899_1_2015 HITG","L-10601","78043002","Actinblig"
"Actinobacillus lignieresii","Actinobacillus lignieresii P4899_1_2015 HITG","L-10601","78043002","Actinblig"
"Actinobacillus pleuropneumoniae","Actinobacillus pleuropneumoniae 351 LAL","L-10616","116382001","Actinbple"
"Actinobacillus pleuropneumoniae","Actinobacillus pleuropneumoniae 351 LAL","L-10616","116382001","Actinbple"
"Actinobacillus pleuropneumoniae","Actinobacillus pleuropneumoniae DSM 13472T DSM","L-10616","116382001","Actinbple"
"Actinobacillus pleuropneumoniae","Actinobacillus pleuropneumoniae DSM 13472T DSM","L-10616","116382001","Actinbple"
"Actinobacillus pleuropneumoniae","Actinobacillus pleuropneumoniae P1206_2015 HITG","L-10616","116382001","Actinbple"
"Actinobacillus pleuropneumoniae","Actinobacillus pleuropneumoniae P1206_2015 HITG","L-10616","116382001","Actinbple"
"Actinobacillus pleuropneumoniae","Actinobacillus pleuropneumoniae P2195_2015 HITG","L-10616","116382001","Actinbple"
"Actinobacillus pleuropneumoniae","Actinobacillus pleuropneumoniae P2195_2015 HITG","L-10616","116382001","Actinbple"
"Exiguobacterium sp[4]","Exiguobacterium sp[4] 911600255 LBK",,"114178005","Exigumspe"
"Actinobacillus rossii","Actinobacillus rossii DSM 17479T DSM","L-10613","426715007","Actinbros"
"Actinobacillus rossii","Actinobacillus rossii DSM 17479T DSM","L-10613","426715007","Actinbros"
"Actinobacillus rossii","Actinobacillus rossii ISU 11153 ISUV","L-10613","426715007","Actinbros"
"Actinobacillus rossii","Actinobacillus rossii ISU 11153 ISUV","L-10613","426715007","Actinbros"
"Actinobacillus rossii","Actinobacillus rossii ISU 12409 ISUV","L-10613","426715007","Actinbros"
"Actinobacillus rossii","Actinobacillus rossii ISU 12409 ISUV","L-10613","426715007","Actinbros"
"Actinobacillus rossii","Actinobacillus rossii ISU 33909 ISUV","L-10613","426715007","Actinbros"
"Actinobacillus rossii","Actinobacillus rossii ISU 33909 ISUV","L-10613","426715007","Actinbros"
"Actinobacillus rossii","Actinobacillus rossii P4158_2015 HITG","L-10613","426715007","Actinbros"
"Actinobacillus rossii","Actinobacillus rossii P4158_2015 HITG","L-10613","426715007","Actinbros"
"Actinobacillus seminis","Actinobacillus seminis CCUG 12832 CCUG",,"84269000","Actinbsem"
"Actinobacillus seminis","Actinobacillus seminis CCUG 18731 CCUG",,"84269000","Actinbsem"
"Actinobacillus seminis","Actinobacillus seminis CCUG 23440 CCUG",,"84269000","Actinbsem"
"Actinobacillus seminis","Actinobacillus seminis DSM 22263T DSM",,"84269000","Actinbsem"
"Actinobacillus suis","Actinobacillus suis DSM 19774 DSM","L-10605","112272003","Actinbsui"
"Actinobacillus suis","Actinobacillus suis DSM 19774 DSM","L-10605","112272003","Actinbsui"
"Actinobacillus suis","Actinobacillus suis DSM 22433T DSM","L-10605","112272003","Actinbsui"
"Actinobacillus suis","Actinobacillus suis DSM 22433T DSM","L-10605","112272003","Actinbsui"
"Actinobacillus ureae","Actinobacillus ureae DSM 5568T DSM","L-10608","1839009","Actinbure"
"Actinobacillus ureae","Actinobacillus ureae DSM 5568T DSM","L-10608","1839009","Actinbure"
